,text,airline_sentiment,nb_bow,nb_tfidf,dt_bow,dt_tfidf
6563,sent thank vp,positive,positive,positive,positive,positive
8703,anywher warm caus freez nyc,neutral,neutral,neutral,neutral,neutral
5225,know ala live far far away book,neutral,positive,positive,neutral,neutral
9770,yea give 5 cent dollar,neutral,neutral,neutral,neutral,neutral
4636,get prioriti seat alreadi paid flight,neutral,neutral,neutral,neutral,neutral
4684,delay twice cancel flighteds complaint email yet respons need explan pl notsatisfi smh unhappi,negative,negative,negative,negative,negative
5694,larri david work southwest,neutral,positive,positive,neutral,neutral
4915,request board pas text still havent receiv,negative,negative,negative,negative,negative
5553,plea acknowledg attend jeff wernick beat class servic sw,positive,positive,positive,neutral,neutral
1388,2 day 1 flight cancel flightl anoth delay 8 hour unit gave 7 food voucher that much valu time,negative,negative,negative,negative,negative
11431,big fail curbsid baggag pittsburgh charg 30 dollar bag,negative,negative,negative,negative,negative
11512,spf record error caus email noreplycom go spam filter dn admin need fix,negative,negative,negative,negative,negative
6864,hey guy tail number assign yet flight 1373 tomorrow,neutral,neutral,neutral,neutral,neutral
3170,im evri 1st flight take w delay amp evri 2nd time miss evri time lastflightofthenight breakup,negative,negative,negative,negative,negative
2176,cabin pressur issu pretti seriou flight 1109 land washington head pound,negative,negative,negative,negative,negative
4833,understand consist consist year known around countri,negative,negative,negative,negative,negative
1755,flight ua3774 two delay cancel flightl flight norfolk arent book rent car,negative,negative,negative,negative,negative
8640,flight book problem flight dc visit easter weekend start difficult end well guy big fan,positive,neutral,neutral,neutral,neutral
8458,mother overheard personnel ask attend passeng realli knew go attend said,negative,negative,negative,negative,negative
4209,flt 4567 two updat last 3 minut,neutral,neutral,neutral,neutral,neutral
2936,go forward shouldnt flight book problem star allianc flight unit app,neutral,positive,positive,neutral,neutral
5657,frustrat bought earli bird 630am day ticket releas got midb ticket spend 50 noth,negative,negative,negative,negative,negative
4935,how dalla incom look im schedul fli 1030 wonder ill stuck st loui instead,neutral,neutral,neutral,neutral,neutral
1302,go unit mileag program pay 500 ticket get fraction pqd credit,negative,negative,negative,negative,negative
1733,case your read ua230 right 7d mani over carryon take much room enforc rule,negative,negative,negative,negative,negative
6216,go south everyon,neutral,positive,positive,neutral,neutral
11192,left u stay flight got bag suck run babi bag,negative,negative,negative,negative,negative
1528,let u know advanc reboot ye thank attent,positive,positive,positive,positive,positive
5494,well mom call earlier guy hold close hour,negative,negative,negative,negative,negative
5298,tri chang ticket travel monday chang onlin anyway faster wait hold anhour,negative,negative,negative,negative,negative
6714,final,positive,positive,positive,neutral,neutral
9613,hello anyon,negative,negative,negative,negative,negative
10146,help regard flight kphl would much appreci,neutral,positive,positive,neutral,positive
2824,besid fact one week ago delay 18 hour impress,negative,negative,negative,negative,negative
692,flight 587 dfw ord current ontim see advisori dfw may affect weather,neutral,neutral,neutral,neutral,neutral
425,sad learn longer fli sfo gt phl hope return,negative,negative,negative,negative,negative
5500,14 hour sorri dont get oh well screw weekend az right eat hotel problem,negative,negative,negative,negative,negative
7579,knew reason u favorit airlin read answer twitter globe morn great job,positive,positive,positive,positive,positive
8265,dc think summer new nantucket servic digit journal,neutral,neutral,neutral,neutral,neutral
1760,last call custom servic agent call back stuck hold air canada hope he book flight,negative,negative,negative,negative,negative
4432,hey im fli tampa denver today want know tv seat like,neutral,neutral,neutral,neutral,neutral
10669,best think lousi way run airlin onlin way connect hold 2hr amp zip,negative,negative,negative,negative,negative
2705,thank repli email custom care depart experi,negative,negative,negative,negative,negative
1759,frozen line flight continu due passeng comfort ok sat plane long flight vega would,negative,negative,negative,negative,negative
8690,730 645 schedul,negative,negative,negative,negative,negative
3561,info delay sfo tomorrow due low cloud,neutral,neutral,neutral,neutral,neutral
2796,make miss big snow montana cool,negative,negative,negative,negative,negative
1648,look beauti dc10 unit airlin hope like beauti,positive,positive,positive,positive,positive
10665,point told sold voucher wasnt fast enough,negative,negative,negative,negative,negative
3856,send person plane get u school ice dont want get stuck,neutral,neutral,neutral,neutral,neutral
1177,confirm seat crisi avert beer wont miss,positive,neutral,neutral,neutral,neutral
5574,okaaaaay ugh im 8 min away,negative,negative,negative,negative,negative
8520,appreci actual respond travel way much tell coffe basic option,negative,negative,negative,negative,negative
920,doesnt work,negative,negative,negative,negative,negative
2562,ua 1706 delay get charg 600 late flight say oh well,negative,negative,negative,negative,negative
5616,ye attitud nasti comment,negative,negative,negative,negative,negative
5552,travel credit use buy expir day find lower rate,negative,negative,negative,negative,negative
5881,thank final made destin,positive,positive,positive,positive,positive
1597,flight time chang without offici notif almost miss flight morn cool,negative,negative,negative,negative,negative
5857,mustv heard u wrong sweet mixtapethough 4 recordi didnt leav 80 80 left,neutral,positive,positive,neutral,neutral
8393,flight leav boston seattl right flight 597,positive,neutral,positive,neutral,neutral
10142,7 hour friend rebook trip korea cancel flightl connect flight chicago idiot,negative,negative,negative,negative,negative
544,also run instruct shatter comput,negative,negative,negative,negative,negative
3537,servic suck mexico houston final realiz snack in1st dont work cheap,negative,negative,negative,negative,negative
579,travel book thru unit group dept okc ticket agent le will help connect lax,negative,negative,negative,negative,negative
988,done,neutral,positive,positive,neutral,neutral
10570,gold desk quot 900 rebook due weather buy first seat flight 440 hold 45 min,negative,negative,negative,negative,negative
3973,made mad call bag number person help told bag realli 22,positive,positive,positive,neutral,neutral
3428,ye land,neutral,positive,neutral,neutral,neutral
1857,realli enjoy sunday holdov 1 hour perhap better client experi need,negative,negative,negative,negative,negative
2378,correct what correct sorri im lost,neutral,neutral,neutral,neutral,neutral
5821,alreadi sign thank look forward tri southwest experi,positive,positive,positive,positive,positive
996,im tri get final destin need compens 2hr person time wast,negative,negative,negative,negative,negative
3300,concern close club paid alot 10 last flight 1115p construct go inconveni,negative,negative,negative,negative,negative
3475,plea consid let flyer overhead bin item boarddeplan first first class make sen,negative,negative,negative,negative,negative
1274,also forgot add bag probabl go sit new jersey miss connect,negative,negative,negative,negative,negative
3206,worst servic ever deni access flight move flight 6 time hard schedul gate next time,negative,negative,negative,negative,negative
4033,note travel w 2yr old unreal,negative,negative,negative,negative,negative
8144,june yet,neutral,neutral,neutral,neutral,neutral
74,worri great ride new plane great crew airlin like,positive,positive,positive,positive,positive
1180,sit plane pilot thank waitingonapilot denver siouxfal whyairtravelsuck,negative,negative,negative,negative,negative
3610,worst fli experi ever past three day airlin need get togeth lost custom,negative,negative,negative,negative,negative
6325,today call custom servic amp speak wendel holton dalla offic amp told noth,negative,negative,negative,negative,negative
11027,2 grandbabi 2 week travel dc birth thank reason fare see saturday,positive,neutral,neutral,positive,positive
6875,jfk nyc staff amaz lax jetblu send email detail disappoint experi,negative,negative,negative,negative,negative
10556,one clt know runway issuesmi inbound flight one delayedconnect left without menow im stuck,negative,negative,negative,negative,negative
4614,bring back jackson m miss terribl around airlin horribl,positive,positive,positive,positive,positive
4529,know reason flight 336 dalla midland divert lubbock suppos direct midland,neutral,neutral,neutral,neutral,neutral
6065,hate guitar player chgd over extra bag acoust guitar epic fail,negative,negative,negative,negative,negative
3514,could access seat map said would note upgrad itinerari call back late flightr,negative,negative,negative,negative,negative
9855,lost bag land hartford 639p tonight deliv danburi ct tonight,negative,negative,negative,negative,negative
4642,northern california coast,neutral,neutral,neutral,neutral,neutral
9245,chang flight 6 time 1 trip bump amp great experi never fli u air never,negative,negative,negative,negative,negative
10659,im glad your sorri im homeless night make feel secur,negative,negative,negative,negative,negative
4881,flight still go dal,neutral,neutral,neutral,neutral,neutral
8963,ceo weigh profit flyer registr,neutral,neutral,neutral,neutral,neutral
3386,deni sure charg 150 one way 25 way hime,negative,negative,negative,negative,negative
4878,ye pleasehow get companion pas,positive,neutral,neutral,neutral,neutral
1357,friendli effici air attend coach ua992,negative,negative,negative,negative,negative
1338,basic need leav hawaii late flight even midnight get back philli late flight monday night trip get tue,neutral,neutral,neutral,neutral,neutral
5988,plea plea plea choos go see destinationdragon,neutral,neutral,neutral,neutral,neutral
10313,better get free flight,negative,negative,negative,negative,negative
10948,order scotch amp water fa ask want full glass half 60 yr old first time ever ask,negative,negative,negative,negative,negative
5259,u follow dm confirm number need confirm cancel flight call confirm monday refund,neutral,neutral,neutral,neutral,neutral
9191,worst pay 200 take first flight round trip otherwis theyll cancel flight whole flight,negative,negative,negative,negative,negative
9728,lost amp found wife lost phone philli amp follow web instruct call 800 answer,negative,negative,negative,negative,negative
6831,thank im find lower fare alreadi carrier direct flight juli 8 13,positive,positive,neutral,positive,positive
9705,issu memphi travel advisori tomorrow winter weather come,neutral,neutral,neutral,neutral,neutral
5569,38 minut phone im given anoth number call still hold,negative,negative,negative,negative,negative
4853,plea start fli huntsvil never fli american airlin,negative,negative,negative,negative,negative
3156,nice 2 see u sen humor 3hourdelay want 2 b home ill settl beer safe air cours,negative,negative,negative,negative,negative
1490,suck flight delay equip prob miss connect 2 minut wont let u even though gate,negative,negative,negative,negative,negative
6386,your hold southwest 2 hour automat hang iusedtoloveu,negative,negative,negative,negative,negative
3667,sorri hear flight need help reflight book problem,neutral,neutral,neutral,neutral,neutral
3368,log wifi flight dont see option made typo log help,negative,negative,negative,negative,negative
8240,happen flight fll sfo delay rerout,negative,negative,negative,negative,negative
4401,redeempoint packag magic gone time final got 1001 felt like baitandswitch,negative,negative,negative,negative,negative
7020,fleet fleek,neutral,neutral,neutral,neutral,neutral
8710,disappoint flight back boston pr cancel flightledrebook 4 next daydelay one compens,negative,negative,negative,negative,negative
7745,custom servic plea call,negative,negative,negative,negative,negative
11978,flight 386 dalla jacksonvil fl cancel flightl one notifi what go,negative,negative,negative,negative,negative
6798,airlin troubl winter amp get good custom servic contact negoti resolut,neutral,positive,neutral,positive,positive
9360,friend tell gate attend stewardess go notourfaultyoudontuseyourgatesright,negative,negative,negative,negative,negative
5252,sit baltimor finish taxi approv takeoff oop enough fuel fail 45minflight been3hour,negative,negative,negative,negative,negative
10239,ok guess weather rough tri sort miss airmil day suggest,negative,negative,negative,negative,negative
3799,6 hour mechan delaykil,negative,negative,negative,negative,negative
467,thank free birthday point yall right,positive,positive,positive,positive,positive
657,know probabl way get cheaper airfar ticket flight leav hour,neutral,neutral,neutral,neutral,neutral
7754,long take bag get baggag belttoolong wait,negative,negative,negative,negative,negative
10005,help im fall one plane,negative,negative,negative,negative,negative
9788,flight 2120 plea get u flight plan alreadi issu 21st centuri,negative,negative,negative,negative,negative
6130,flight 952 leav la vega 540pm arriv chimid 1100 pm,negative,negative,negative,negative,negative
4318,plea see flight attend isnt enough room head bag carri save time,negative,negative,negative,negative,negative
6394,total win happi 7th bday intercom chocol flight kiss chanc hand snacksthank,positive,positive,positive,neutral,neutral
7974,flight1407 long day arriv london 11 morn,negative,negative,negative,negative,negative
11389,surprisingli quick respons time thank,positive,positive,positive,positive,positive
11202,im chairman 1st class flight today system cancel flightl ticket kick 1st,negative,negative,negative,negative,negative
222,put great deal pdx la la pdx show love,positive,positive,positive,positive,positive
11356,chang well late flightr find flight schedul isnt readi,negative,negative,negative,negative,negative
7458,dont enough money park garag fault im pay 10min 3hr,negative,negative,negative,negative,negative
1265,ive got campu visit hour im still wear cloth,neutral,positive,positive,neutral,neutral
205,good peopl field amaz pressur texa beatstheoth crisi plea fli ny,positive,positive,positive,positive,positive
5093,u text flight denver sd tmrw cancel flightl hold hour tri get help flight,negative,negative,negative,negative,negative
1442,ua1469 land,neutral,neutral,neutral,neutral,neutral
10848,polici around bring breast pump board,neutral,neutral,neutral,neutral,neutral
1458,go 3 day tomorrow still havent receiv bag flight toronto would love see serious,negative,negative,negative,negative,negative
1991,servic need work check bush airport custom servic line last nt unitedagainstunit,negative,negative,negative,negative,negative
10325,intend toveri much 4000 follow well,neutral,positive,positive,neutral,neutral
738,cancel flightn left u fend flt came late flight get runaround 3 hr employe blame previou 1,negative,negative,negative,negative,negative
2300,employe almost seem happi deliveri terribl custom servic,negative,negative,negative,negative,negative
2198,732 denver board finger cross get air,positive,neutral,neutral,neutral,neutral
5441,lost luggag birthday wish find luggag,negative,negative,negative,negative,negative
10100,chocol flight plea melt,neutral,positive,positive,neutral,neutral
8609,also emerg exit seat 62 that huge win,positive,neutral,positive,neutral,neutral
7098,love rt fleet fleek,positive,neutral,neutral,positive,positive
8902,blueman brought tear eye jetblu commit give back crewmemb commun aww inspir,positive,positive,positive,neutral,neutral
10626,cool told cant rerout bag told leav last night need race,negative,negative,negative,negative,negative
9396,get u rest bag plea receiv 2 5 help,negative,negative,negative,negative,negative
11686,realli middl initi versu middl name el spend time comput issu,negative,negative,negative,negative,negative
9212,travel agenc said usairway accept refund money dont understand dont u refund,negative,negative,negative,negative,negative
4964,fav,positive,positive,positive,neutral,neutral
623,what go websit im flight book problem three ticket today ive boot system umpteen time,negative,negative,negative,negative,negative
3721,vegan meal creativ noodl pea zuke nonvegan yogurt accept vegan better,negative,negative,negative,negative,negative
1740,person devic entertain system great app crash everi 1015 min im glad free,negative,negative,negative,negative,negative
6724,tri rebook onlin say pay 200 differ price plea help,negative,negative,negative,negative,negative
4237,cross 4 prior time carrier issu karen rude untrain unhelp also spoke,negative,negative,negative,negative,negative
2713,she type person make custom day fli 100 time year amp she one top flight attend ive,positive,positive,positive,neutral,neutral
10133,possibl dont call back servic autom messag tell u call back late flightr unhelp,negative,negative,negative,negative,negative
4377,id least enjoy free cocktailor two,positive,neutral,neutral,neutral,neutral
6143,thx finger cross found,positive,positive,positive,neutral,neutral
7219,thank,positive,positive,positive,positive,positive
2794,im sorri cold chicago dont see mean take 45 minut prioriti bag show carousel,negative,negative,negative,negative,negative
10229,hold 2 hr 20 min ridicul,negative,negative,negative,negative,negative
9051,ive tri call sinc yesterday keep get hung get,negative,negative,negative,negative,negative
2184,yeah tri 10 time two differ ticket told tri late flightr,negative,negative,negative,negative,negative
8579,incident sheila jfk deserv rais she awesom,positive,positive,positive,positive,positive
5044,start new job tomorrow amp cancel flight flight 1629 bwilax realli cant get anoth flight today,negative,negative,negative,negative,negative
11842,tri twice today hold 30 min time thing cant live hold deal w custom serv failur,negative,negative,negative,negative,negative
404,cool never ur plane,positive,positive,positive,neutral,neutral
1092,ua381 14 feb point oversel flight bad make peopl wait 1hr kick board wors,negative,negative,negative,negative,negative
5373,custom svc wors winterweath flight cancel flight websit malfunct hold gt134,negative,negative,negative,negative,negative
1472,rebook oma 180 mile destin spotti custom servic get staff stressor come busi,negative,negative,negative,negative,negative
7460,thank replyingi feel littl better well see goe,positive,positive,positive,positive,positive
2798,frontier,neutral,neutral,neutral,neutral,neutral
63,sorri mari martin first,neutral,positive,positive,neutral,neutral
11621,long bill cycl,neutral,positive,positive,neutral,neutral
8025,worst custom servic airlin compani dontflythem,negative,negative,negative,negative,negative
11948,that okyou may keep 25 lose bag info longer trust bad way handl,negative,negative,negative,negative,negative
8127,knew 34 hour sound odd miss flight hit jfk hour earli gate attend told u 34,negative,negative,negative,negative,negative
9732,clt plea send one cust svc rep cust svc counter assist line door,negative,negative,negative,negative,negative
345,spend birthday night daldca get home,negative,negative,negative,negative,negative
11445,yeah know thatbut ill spend almost 500 dollar ticket sinc price gone week,negative,negative,negative,negative,negative
9374,follow,neutral,neutral,neutral,neutral,neutral
5704,contact request chariti donat thankyou,neutral,neutral,neutral,neutral,neutral
8452,cri,neutral,positive,positive,neutral,neutral
1421,even legal guy advertis flight cant honor,negative,negative,negative,negative,negative
11155,ill sincer regret dividend mile good thing come end,negative,negative,negative,negative,negative
10218,sad experi today 4663 famili southwest direct mco loyalti usair vacat boy today,negative,negative,negative,negative,negative
2703,ye need plenti assist receiv none,negative,negative,negative,negative,negative
8358,thank 80th bday saturday aviat theme surpris parti,positive,positive,neutral,positive,positive
8809,still love guy get vega alreadi,positive,positive,positive,positive,positive
2907,kp travel tri cheer m bila,neutral,positive,neutral,neutral,neutral
8842,tri call multipl time wait final connect get hung,negative,negative,negative,negative,negative
9912,saw onlin fee wonder way pay ahead time instead kiosk,neutral,neutral,neutral,neutral,neutral
6482,know one thing would never treat custom like,negative,negative,negative,negative,negative
9341,hold 45 minut better time call get ridicul,negative,negative,negative,negative,negative
8478,delay perfect time learn swift program,negative,negative,negative,negative,negative
10787,im enjoy flight far your great job today tough thank make flight comfort,positive,positive,positive,positive,positive
4596,prove cuz southwest peopl dont even know behind schedul,negative,negative,negative,negative,negative
8165,make stay jfk 2 late flightr let rebook without make pay,negative,negative,negative,negative,negative
10216,strand north carolina tri figur option cant get anyon talk,negative,negative,negative,negative,negative
1482,took hour half though,negative,negative,negative,negative,negative
11347,miss uncl funer hope find anoth flight that consider,negative,negative,negative,negative,negative
7004,yasssss da fuccc rt fleet fleek,neutral,neutral,neutral,neutral,neutral
4759,custom servic rude bother call idea go sigh heavili phone unbeliev,negative,negative,negative,negative,negative
5923,pair ticket show atlanta id love go destinationdragon,neutral,neutral,neutral,positive,neutral
11140,year everi time u air someth happen sat wait reschedul flight 10 hour say,negative,negative,negative,negative,negative
2015,bag refer id number ind43728m thank look,positive,neutral,neutral,positive,positive
1342,ye plea go drive 6 hour,neutral,neutral,neutral,neutral,neutral
5744,hello flight cancel flightl destinationdragon one desk kci know fuck happen,negative,negative,negative,negative,negative
9561,couldnt thank orf dca crew ground air today help sick kid lost bag,positive,positive,positive,positive,positive
4439,strive custom centric everyth commun advertis custom journey etc anamarket,positive,positive,positive,neutral,neutral
8934,ah wish good luck,neutral,positive,positive,positive,positive
9090,ok day 11 tri book flight 4 ur system still say due weathercal back late flightr outofbusi,negative,negative,negative,negative,negative
4206,offer flight cancel flight im strand away home work,negative,negative,negative,negative,negative
1203,plea msg custom servic invoic dri clean wont abl take wet cloth airport,negative,negative,negative,negative,negative
11112,basic stuck pay hidden fee bump inferior flight jetblu come usairway merger,negative,negative,negative,negative,negative
3450,im book 130 return flight,negative,negative,negative,negative,negative
275,share 4q result,neutral,neutral,neutral,neutral,neutral
10122,chanc u help famili rebook flight cancel flightl 4487,negative,negative,negative,negative,negative
7447,love alway,positive,positive,positive,positive,positive
728,frankli wors custom servic ever problem happen deal defin compani never unit,negative,negative,negative,negative,negative
9674,mom sit 3 hour wait flight ultim cancel flight give tuesday morn flightno compens ugh,negative,negative,negative,negative,negative
2697,go bankrupt transfer asset luv would great,negative,negative,negative,negative,negative
621,ok 7 month wait hear airlin gave quit bit 30 day request terribl servic,negative,negative,negative,negative,negative
4326,still wait hit one hour,negative,negative,negative,negative,negative
7615,say come brandloveaffair w ur soulandinspir umosaicmecrazi,positive,positive,positive,neutral,neutral
9224,ive hold hour well custom servic depart weak,negative,negative,negative,negative,negative
1984,sister amp bil stuck detroit desper need florida fli w anyth,neutral,neutral,neutral,neutral,neutral
5580,happili flight 1625 delay cockpit visit blew fouryrold mind thank capn,positive,positive,positive,positive,positive
9553,4914 phl bgm believ happen 2x two week,negative,negative,negative,negative,negative
221,look forward first flight today cancel flightl along subsequ one,negative,negative,negative,negative,negative
207,plea get new york area monday afternoon,neutral,neutral,neutral,neutral,neutral
8780,accept appl pay mobil enterpris,neutral,neutral,neutral,neutral,neutral
8940,phone agent pl peggi pleasant inform deliv,positive,positive,positive,neutral,neutral
928,would love someon could get back austin tonight wish wait til tomorrow morn,neutral,positive,positive,neutral,neutral
2075,id hardli call go 10000 mile 1000 mile ticket cut edg 110 perk,negative,negative,negative,negative,negative
5970,got dupe w connect 1st flight sneaki u wont give seat earlier flight w avail shame,negative,negative,negative,negative,negative
9624,mani agent work handl thousand call,negative,negative,negative,negative,negative
4113,thank,positive,positive,positive,positive,positive
11256,deal w solv prob team creat manch nh staff clearli cteam btw notevenjv,negative,negative,negative,negative,negative
5720,last chanc get destinationdragon ticket would die happi,neutral,neutral,neutral,neutral,neutral
4001,unitedairlin feedback benefit correct atroci custom servic good know,negative,negative,negative,negative,negative
2595,funni flight yesterday delay mechan issu rotten luck get 2 plane row issu,negative,negative,negative,negative,negative
7195,call jb 3 timeseverytim auto vmsgyour wait time longer 9 min wait longer 18 min answer,negative,negative,negative,negative,negative
10371,help say payment deni money taken bank say trip come,negative,negative,negative,negative,negative
985,unit servic level reach etihad let realist lufthansa ill consid,negative,negative,negative,negative,negative
5490,thx smooth land today applaud u abt weather takemeback,positive,positive,positive,neutral,neutral
10827,contact 3 peopl still answer keep send keep send,negative,negative,negative,negative,negative
5155,cup coffe relax check new deal promot avon twice month doug,neutral,positive,positive,neutral,neutral
2802,bag mia sinc wednesday still word well ever see lostluggag frustrat,negative,negative,negative,negative,negative
4305,thrill carryon check two nasti gate agent see entir empti bin board last,negative,negative,negative,negative,negative
6150,k destin dragon,neutral,neutral,neutral,neutral,neutral
8061,dont fli nashvil,neutral,neutral,neutral,neutral,neutral
10766,someon plea tell talk getittogeth findurgrip,negative,negative,negative,negative,negative
6780,stop tri make fleek happen pointsm,neutral,neutral,neutral,neutral,neutral
3076,airlin biggest joke oper world,negative,negative,negative,negative,negative
5806,look forward direct flight california see famili often thank byebyeusairlin,positive,positive,positive,positive,positive
10966,thank take flight board provid updat flight 26 minut late flight,negative,negative,negative,negative,negative
7152,put baggag fee back free rt fleet fleek,neutral,neutral,neutral,neutral,neutral
11602,realli u gave 6 scotch rock control drunk would let sister chang seat group,negative,negative,negative,negative,negative
8480,best airlin world,positive,positive,positive,positive,positive
6197,twice year hard get vacat time work sometim love fli guy,positive,positive,positive,positive,positive
5331,would appreci follow dm info figur suppos,negative,negative,negative,negative,negative
1997,get first flight day ground time 1531 let go,negative,negative,negative,negative,negative
1743,hire extra custom servic rep 50 minut wait time ask one question would rather fli anoth airlin thank,negative,negative,negative,negative,negative
1587,free wifi flight delay 20 min allow,negative,negative,negative,negative,negative
5963,littl surpris earli bird got b15 den kc worst ive what,negative,negative,negative,negative,negative
7203,legal depart start run social medium channel,neutral,neutral,neutral,neutral,neutral
9200,ye pay anoth flight get tomorrow sinc werent anymor tonightnot fun,negative,negative,negative,negative,negative
21,love graphic,positive,positive,positive,positive,positive
6263,ye bag came straight hotel thank guy rock,positive,positive,positive,positive,positive
2105,24 seat avail 215 pm ord rdui need 2 seat plea,neutral,neutral,neutral,neutral,neutral
4490,flight 4471 msp cancel flight,negative,negative,negative,negative,negative
5540,would die got ticket destinationdragon would invit funer,negative,negative,negative,negative,negative
854,despit shaki connect look like ill get home tonight great job touch go,positive,positive,positive,positive,positive
7815,u see what hold flt 1002 bag one bag came noth el 10 minut,negative,negative,negative,negative,negative
7291,goodwil 12500 27000 x fine still want new ceo make public apolog passeng flight 136,negative,negative,negative,negative,negative
9813,weve wait gate 2 hr wait stow luggag,negative,negative,negative,negative,negative
2935,obvious one know darn thing around get resolv,negative,negative,negative,negative,negative
2143,airport first thing morn,neutral,neutral,neutral,neutral,neutral
5473,book 8th save emerg exit got ta stretch,neutral,neutral,positive,neutral,neutral
5862,truli best customerservic someth goe wrong matter big small issu fix thank,positive,positive,positive,positive,positive
1400,ph pat answer b deni board sat gate 905 employe total suck,negative,negative,negative,negative,negative
4203,expir offer buy transfer unit mileageplu mile discount mani offer year,positive,neutral,neutral,neutral,neutral
3711,inflight promo tv includ brian william tough edit quickli complaint observ,neutral,positive,positive,neutral,neutral
7485,thank make trip home mintyfresh next brandmanc flight ill take selfi love travel busi,positive,positive,positive,positive,positive
2289,terribl flight experi happen everyon right flightua1750 6 delay 4 hr total miss flight thnx,negative,negative,negative,negative,negative
2991,thank delay flight hour miss connect flight terribl custom servic neveragain vacat,negative,negative,negative,negative,negative
10269,2 hour hold still answer horribl,negative,negative,negative,negative,negative
10291,buy safeti ticket onlin youll refund whichev ticket unus full without penalti,neutral,neutral,neutral,neutral,neutral
10231,unfortun patienc wont get boat leav 4 pm hold watch flight fill,negative,negative,negative,negative,negative
9073,frustrat still gotten back bag sent ny mysteri shame time,negative,negative,negative,negative,negative
3790,3586 iad buf incred loud like third world 70 inner citi metro bu lowstandard,negative,negative,negative,negative,negative
4571,question fli maltes puppi dm,neutral,neutral,neutral,neutral,neutral
6575,thank respons abl get situat resolv fan mother natur today,positive,positive,positive,positive,positive
11869,cancel flight sm respons slow,negative,negative,negative,negative,negative
8827,ye 3 time need one call help chang flight cant onlin thank,negative,negative,negative,negative,negative
4247,refund request function brokeni get time error,negative,negative,negative,negative,negative
10107,first flight cancel flightl connect flight delay complet miss next connect respons hold 2 hr help,negative,negative,negative,negative,negative
8904,615,neutral,positive,neutral,neutral,neutral
10663,wait book along hotel nearbi sent anyway hotel manag disbelief,negative,negative,negative,negative,negative
4868,longer chang trip companion onlin year get messag cant done onlin,negative,negative,negative,negative,negative
11462,link doesnt work ive tri track bag sever time still doesnt clarifi,negative,negative,negative,negative,negative
5460,3472,neutral,neutral,neutral,neutral,neutral
6911,ok cancel flight flight 1274 tmrw weather amp rebook 4 flight next day flight tmrw night compens,negative,negative,negative,negative,negative
2614,san diego chicago leav 615 tomorrow,neutral,neutral,neutral,neutral,neutral
10040,link doesnt work mobil,negative,negative,negative,negative,negative
1676,use still let listen flight radioi often didinterest tcmparti ce3k 31daysofoscar,neutral,neutral,neutral,neutral,neutral
9719,cant get phone,negative,negative,negative,negative,negative
206,thank great flight la boston pilot great job land snow go back la serious,positive,positive,positive,positive,positive
11807,travel pwm atl sunday flight got cancel flightl new flight cancel flightl got disconnect reflight book problem,negative,negative,negative,negative,negative
4015,referr program milageplu explor card,neutral,neutral,neutral,neutral,neutral
4981,boooo dont like airlin,negative,negative,negative,negative,negative
4284,rebook split take differ flight pilot ran hour frustrat,negative,negative,negative,negative,negative
9945,unaccept way agent gate treat pay custom,negative,negative,negative,negative,negative
1179,look like today 6th consecut delay flight youdo win prize air dont fli sba,negative,negative,negative,negative,negative
9587,clt baggag crew deserv kudo run make connect bag still made customerservic,positive,positive,positive,neutral,neutral
9262,what flight 5545 gate agent plane phx b18 nice custom servic,negative,negative,negative,negative,negative
11872,servic aw boston pay 25 extra dollar suppos dissatisfi mad,negative,negative,negative,negative,negative
6134,great flight 4223 damion best damionflight4223,positive,positive,positive,positive,positive
4150,birthday fianc amp want travel late flight april your fave airlin frontier,neutral,positive,positive,positive,positive
11100,keep miss updat connect need make jax friend wed strandedattheairport,negative,negative,negative,negative,negative
225,bug report guy,neutral,positive,positive,neutral,neutral
1951,back denver airport readi round two today readi get home,negative,negative,negative,negative,negative
9101,gate traffic dca flight arriv 20 earlyconnect flight 2139 leav 23 minut sever u stuck hold plane,negative,negative,negative,negative,negative
2526,web app wont let upgrad seat call center wait time 20 minut plu want get legroom pita,negative,negative,negative,negative,negative
4270,brandi zabsonr denver deserv rais bring delight terribl travel situat big up,positive,positive,positive,neutral,neutral
4363,thx ill expect credit leg,negative,negative,negative,negative,negative
4562,second time row havent receiv text updat flight time chang dont offer wont use,negative,negative,negative,negative,negative
4632,grrrrrr need flight first mayb bday next month,neutral,neutral,neutral,neutral,neutral
8372,best airlin name ever whenev see want get plane blue sky amp sea deliv promis,positive,positive,positive,neutral,neutral
285,need start fli,neutral,neutral,neutral,neutral,neutral
839,5 gate chang two delay even crew think airlin suck,negative,negative,negative,negative,negative
2320,bag tag led mani peopl back aisl front bag,negative,negative,negative,negative,negative
8206,sky flight 833 bo sfo awesom crew helen rock,positive,positive,positive,positive,positive
7504,time passeng sit hot plane air commun 2 hour wrong,negative,negative,negative,negative,negative
4370,thank awesom flight sweetheart got screw manag scrambl get sw plane today,positive,positive,positive,positive,positive
7778,physic imposs make airport flight schedul leav le 3 hour,negative,negative,negative,negative,negative
4154,guidelin say 10x9x17 bag 20x157x87 bit taller guidelin gon na problem,neutral,neutral,neutral,neutral,neutral
6667,also find ridicul ive tweet sinc 350 est still receiv respons 9 hour,negative,negative,negative,negative,negative
617,email address reach long dm,neutral,neutral,neutral,neutral,neutral
9025,airport snow remov method 22 keep good work folk cessna becom 747,neutral,positive,positive,neutral,neutral
3211,flight realli cheap what catch,neutral,neutral,neutral,neutral,neutral
