airline_sentiment,airline_sentiment_confidence,text,negativereason_confidence,sentimiento_nb,sentimiento_dt
negative,1.0,ticket confirmed sent find today cancelled flightled ticket month ago never sent email jetblue,0.6347,negative,neutral
negative,1.0,would good know month ago cancelled flightled flight leaving tomorrow telleveryone jetblue neveragain,1.0,negative,negative
negative,1.0,rather trying resolve customer issue option offered paying cash airport write letter justifythissupport,1.0,negative,neutral
negative,1.0,im flight booze served 30 min give lostrevenue angryandsober bachelorpartymishap,0.6854,negative,negative
negative,1.0,ive used guy 10 year experience never ever use,0.6659,negative,neutral
negative,1.0,manager telling u write letter upset ticket leave tomorrow getting cancelled flightled without notice,1.0,negative,neutral
negative,1.0,maybe stop telling people wrong info customer service call,1.0,negative,neutral
negative,1.0,customer service bad updating point use next point wont flying point system almost sham,1.0,negative,neutral
negative,1.0,ruining vacation left right would thought airline cancelled flight ticket without telling buyer,0.6802,negative,negative
negative,1.0,better find way get puerto rico tomorrow morning besides charging u three time cash originally paid,0.6966,negative,neutral
negative,1.0,spent hour morning hold w customer support want confirmed flight taken care,1.0,negative,negative
negative,1.0,look like talked customer service,0.656,positive,neutral
negative,0.7112,claim w customer protection notify customer delay cancelled flightlations diversion nottrue,0.3609,negative,neutral
negative,0.699,processing error send full flight ticket confirmation flysouthwest,0.699,neutral,negative
positive,1.0,thank guy awesome,,positive,positive
positive,0.7007,flight leaving boston seattle right flight 597,,negative,negative
positive,1.0,definitely,,positive,neutral
negative,1.0,tell 130 paid amp confirmed flight cost 56680 cash airport 22 hour flight ripoff nosupport,0.6916,negative,negative
positive,1.0,okay awesome thank,,positive,positive
negative,1.0,worst booked oct w email confirm amp never informed cancelled flightlation instructed mail written letter,0.6676,negative,neutral
positive,1.0,excited saw fly ionlyflyblue,,positive,neutral
positive,0.6465,ta site thelodge fun day,,negative,neutral
positive,0.6727,mine sadly yea fly fi awesome,0.0,positive,neutral
positive,1.0,thank,,positive,positive
negative,0.6702,free wifi make television working staticy ithelpsabit,0.6702,negative,neutral
positive,0.6596,ready go disneyworld princesshalf,,positive,neutral
negative,1.0,possible way contact fraud department mailing physical letter telephone email really,1.0,negative,neutral
neutral,0.6739,brazil volunteer teaching english amp spanish poor child skill improve chance better life,,neutral,neutral
negative,1.0,flight 51 42415 moved back booked said arrive 1131 say 1208,1.0,negative,negative
positive,0.6815,thank jetblue credit nice save,,positive,positive
neutral,1.0,would go dallas see grand baby miss much feel like piece heart,,neutral,neutral
negative,1.0,false agent let u extra leg room upgrade upgrade mint poor business practice badcustomerservice,0.6974,negative,neutral
negative,1.0,tried helpful really dissatisfied flight booking problem whole trip jet blue time around besides flight,0.6782,negative,negative
negative,1.0,rqstd upgrade mint lax told used point turn 1600 bcz used point trueblue,1.0,negative,neutral
neutral,1.0,going get wifi plane,,negative,neutral
positive,1.0,oh yeah great flight mexico wonderful crew thank,,positive,positive
neutral,0.6698,get help hotel booked issue,0.0,negative,neutral
negative,0.6765,trading customer experience short term sad previous loyal customer,0.3634,positive,neutral
neutral,1.0,hi dmd info,,neutral,neutral
negative,1.0,flight 577 fll sfo speed line even though paid coffee flight non stop unscheduled stop,0.6804,negative,negative
positive,1.0,thanks,,positive,positive
neutral,0.6639,concern cancelled flightled flight due cold weather nj saturday cancelled flight 0 degree,0.0,neutral,negative
negative,1.0,wasnt 15 service credit voucher received tv working accepted next flight pillow,1.0,negative,negative
neutral,1.0,gain altitude skywest hit turbulence jblu skyw investor business daily,,neutral,neutral
positive,0.6539,wheres selfie,,positive,neutral
negative,0.3573,ceo battle appease passenger wall street,0.3573,neutral,neutral
positive,0.6465,airway reveals bluemanity livery travelpulse,,positive,neutral
neutral,0.7102,unveils new bluemanity livery usa today,,neutral,neutral
neutral,0.6633,mark 15th year bluemanity plane design,,positive,neutral
positive,1.0,haha thanks jetblue,,positive,positive
neutral,0.6804,could get free flight vega since bday,,neutral,negative
neutral,0.6962,im flying miboston icelandair iceland 8 hour check bag way,0.0,neutral,negative
negative,1.0,every crew member dealt orlando incredibly rude im actually pretty disgusted jetblue right,0.6943,negative,neutral
positive,1.0,thank much wasnt sure since know limit 4 ozs excited fly jetblue,,positive,positive
negative,1.0,standard protocol call security onto plane cry baby,0.3534,negative,neutral
negative,1.0,finally starting come 40 minute communication acceptable letting today,0.6762,negative,neutral
negative,0.6579,found someone ask answer landed almost 40 minute ago,0.3451,negative,neutral
negative,0.6522,flight 1951 bag havent come landed 30 minute ago,0.6522,negative,negative
positive,1.0,jua jfk ask desk incredibly helpful thanks,,positive,positive
negative,1.0,2 hour delay sitting plane still wan na charge beer nah im good,1.0,negative,negative
neutral,1.0,tell day fly direct buf fll fll buf,,negative,neutral
negative,1.0,customer service agent jorge orlando international rude disrespectful never want deal bullshit ever,1.0,negative,neutral
negative,0.6739,simply minor mechanical would say,0.3804,negative,neutral
negative,0.6782,mother overheard personnel ask attendant passenger really knew going attendant said,0.3563,negative,neutral
positive,0.6999,btw name samantha everyone flight,,positive,negative
negative,1.0,happened w19 bossan mother onboard amp crew evasive return bos first time,0.6523,negative,neutral
neutral,1.0,jetblue relate flightd time wont school cancelled flighted cold,,negative,neutral
positive,1.0,thank,,positive,positive
negative,0.6339,say 958 owe,0.6339,negative,neutral
negative,1.0,want pay parking fee orlando airport app told mom flight landed 919 lied,0.6544,negative,negative
positive,0.6857,u cool,,positive,neutral
positive,1.0,amazingly awesome customer service reservation agent tonight helping correct mistake love airline,,positive,neutral
positive,0.7077,13th annual marthas vineyard african american film festival august 1015 2015 attendee deserve great flight mv,,positive,positive
neutral,0.6841,yr site trouble mobile check,0.0,neutral,neutral
negative,1.0,told u 10 minute almost 40 minute ago,1.0,negative,neutral
negative,1.0,1472 fll lga getting old 4th flight 25 week 4th significant delay,0.6947,negative,negative
positive,0.6634,love theyre cute,,positive,neutral
neutral,0.6701,there large family bird inside t5 fed purpose,0.0,neutral,neutral
negative,1.0,believing minute got delayed 3rd time,1.0,negative,neutral
neutral,1.0,there schedule change tix change destination airport sister airport like ewr jfk,,neutral,neutral
negative,0.6419,delay perfect time learn swift programming,0.6419,negative,neutral
neutral,1.0,statement lufthansa incentive offer digital journal,,neutral,neutral
positive,1.0,best airline world,,positive,neutral
positive,1.0,would go anywhere jetblue go,,positive,neutral
neutral,0.6805,anywhere,,neutral,neutral
positive,1.0,wow guy answer people wow care love jet blue,,positive,neutral
neutral,0.6721,dc summer help local youth get ready return school math refresher course flyitforward,,neutral,neutral
neutral,1.0,many allergy want know bring 8oz bottle benadryl flight along 2 epipens,,neutral,negative
negative,0.6831,feeling,0.6831,neutral,neutral
negative,1.0,u suck big donkey ball,1.0,negative,neutral
neutral,1.0,good deal march looking fly orlando,,neutral,neutral
positive,0.7052,tell like pick get bump first class,,positive,neutral
negative,0.6766,waiting flt 105 chicago hasnt aircraft left buffalo yet,0.6766,negative,neutral
negative,1.0,dont think ill testing water dime,1.0,neutral,neutral
negative,1.0,cmon flight delayed annnnnd cant give pick im tweet,1.0,negative,negative
negative,0.6641,flight 100 full,0.6641,negative,negative
neutral,1.0,client asking kid need email address get tb acct true,,neutral,neutral
negative,0.6598,walked hall carousel 8found bag sitting still word crewsignage still updated,0.3508,negative,neutral
negative,1.0,headphone jack working flight,0.66,negative,negative
neutral,1.0,absolute madness west tell like,,neutral,neutral
negative,1.0,triedconsiderable confusionno announcementno sign update,0.3741,negative,neutral
negative,1.0,jetbluebos whats luggage flt 790 dcabos pax waiting 30 min bagsno show carousel 6 sign updating,1.0,negative,neutral
neutral,0.6676,thx pointer im good big monitor advice pick come western conf nba,,positive,neutral
neutral,1.0,airway corporation jblu loses 006 news airway wallstreet scope,,neutral,neutral
negative,1.0,amp asked wanted tea teaampnot coffee im gold united amp coffee nvr think 2x,0.686,positive,neutral
negative,1.0,ur wed bwiboston flight 8pm really need better scheduled almost always delayed,1.0,negative,negative
positive,1.0,ill pas along advice guy rock,,positive,neutral
neutral,1.0,6am austin jfk,,neutral,neutral
negative,1.0,big board say arent leaving 830,1.0,negative,neutral
neutral,0.6809,he sch 530 tmw aa would love find earlier one yall possible he fll,,positive,neutral
negative,1.0,appreciate actually responded travel way much tell coffee basic option,0.6501,positive,neutral
negative,1.0,dad vacation sxm got delayed day shoddy service earliest fll gt sxm flight trying hep,0.3588,negative,negative
negative,1.0,report updated info dont know reach without super long wait hold main number,1.0,negative,neutral
positive,1.0,cant say airline right sincerely miss bestairline,,negative,neutral
negative,0.6522,whoa tag still saw tweet flight 105 jfk chicago trying get home see little brother wrestle,0.3579,negative,negative
neutral,1.0,airway corporation price target update stafford daily,,neutral,neutral
neutral,1.0,hi possible upgrade mint seat already booked ticket thanks,,neutral,neutral
neutral,0.3608,left coat flight 453 morning overhead bin reported seat 12a 11a thx ticket 2792125083854,0.0,neutral,negative
neutral,0.6913,daughter college game denver one set parent,0.0,neutral,neutral
positive,1.0,ok ill book jb jfk book ath thank,,positive,positive
neutral,1.0,need flight ath pdx coordinate airline,,neutral,negative
positive,0.6196,yes thats true bit pricey look love guy,0.0,positive,neutral
neutral,0.6865,sell open ticket sick relative may travel moment notice sad true,,neutral,neutral
neutral,1.0,allow payment apple pay patriarc,,neutral,neutral
positive,0.3516,flyingitforward affect one small family four would make huge difference life,0.0,positive,neutral
neutral,1.0,id go portsmouth nh take care friend son take daughter boston surgery flyingitforward,,neutral,neutral
negative,1.0,worst postpone trip cant accommodate guest like neveragain,1.0,negative,neutral
positive,1.0,thx confirming yr team awesome thanks prompt amp helpful response cheer le snow everyones future,,positive,positive
positive,1.0,great idea cometoaustin,,positive,positive
positive,1.0,would go la vega gorgeous go every year fly guy vega gorgeous amp much,,positive,neutral
neutral,1.0,like marie harf go iraiq find isi spread good offer resume service isi order find job,,neutral,neutral
positive,1.0,dmed thanks much addressing quickly,,positive,positive
positive,1.0,done also look like opened flight vega sunday,,positive,negative
neutral,1.0,say lufthansa incentive offer impact share count nasdaq,,neutral,neutral
negative,0.671,w 70 upgrade unsure cant switch someone around called 24 hr advance reason,0.3395,negative,neutral
neutral,1.0,dm,,neutral,neutral
neutral,1.0,em window seat 1099 tomorrow,,neutral,neutral
neutral,0.6789,airway corporation register high short interest wall street pulse,,neutral,neutral
neutral,1.0,chance summer,,neutral,neutral
neutral,1.0,mint service nyc san diego,,positive,neutral
negative,1.0,cant change true blue point cant get phone,0.709,neutral,neutral
neutral,0.66,mom wanted change seat along sister two different reservation idk,0.0,neutral,neutral
positive,0.6701,aw okay thanks,,positive,positive
neutral,1.0,cant pay 30 buck xd,,neutral,neutral
positive,1.0,best seat e190 board early ready set go,,positive,neutral
neutral,1.0,true there new a320 livery new website,,neutral,neutral
negative,0.6742,shouldve one flight instead lost bag add insult injury,0.6742,negative,negative
negative,0.6559,im trying add 2012 flight badge account dont see option help plz,0.3333,negative,negative
positive,1.0,okay new screen laptoplarge amp real nice amp wifi appreciated thanks god tiny lil man middle seat,,positive,positive
negative,1.0,cheated im sorry ill never given wife worst start honeymoon ever,0.6684,negative,neutral
neutral,0.3502,feel nice weve got going let swap fool 5a make better,0.0,neutral,neutral
neutral,0.6667,yes hurt feeling walk mint fella dream happy4them,0.0,neutral,neutral
neutral,1.0,id like spread grandpa ash naples italy lived 50 serving 30 yr flyitforward,,neutral,neutral
neutral,1.0,statement lufthansa incentive offer stockhouse,,neutral,neutral
negative,1.0,lot people scratching head looking screen ignoring passenger,0.6691,negative,neutral
neutral,0.6779,thought thing sent,,neutral,neutral
negative,1.0,whats going 1171 lgafllpoor communication gate agent,0.6936,negative,neutral
negative,1.0,fyi android app set applicable nexus 6 please fix phone tablet cheer,0.6932,negative,neutral
neutral,0.6624,order 33,0.0,neutral,neutral
negative,1.0,foodallergy community want continued loyalty need better perhaps training 23,1.0,neutral,neutral
negative,1.0,insensitive foodallergies lifethreatening unsolicited uneducated opinion inappropriate reckless amp dangerous 13,0.6593,negative,neutral
neutral,0.3661,thanks fb message telling wait 13 day im waiting,0.0,negative,positive
neutral,0.7223,airway see significant decline short interest jblu wkrb news,0.0,neutral,neutral
neutral,0.6396,plan offer direct flight jfk daytonabeach florida starting next february,,neutral,negative
neutral,0.6888,thank opening conversation hope make right,,positive,neutral
neutral,1.0,checked yesterday looked like something change,,neutral,neutral
negative,0.7179,oh thought,0.7179,positive,neutral
neutral,1.0,ceo battle appease passenger wall street waterbury republican american,,neutral,neutral
neutral,1.0,1951 bos ord,,neutral,neutral
positive,1.0,thanks line moved quick already done,,positive,positive
positive,1.0,name angel seriously cool truly fantastic service,,positive,neutral
negative,1.0,extraspeed line closed tampa give,0.3392,negative,neutral
neutral,0.66,sent email,0.0,neutral,neutral
positive,1.0,thank,,positive,positive
positive,1.0,thanks,,positive,positive
positive,1.0,also emergency exit seat 62 thats huge win,,positive,neutral
positive,1.0,friendly engaging personable handled clarifying question baggage fee well took interest,,positive,neutral
neutral,0.6495,dont know confirmation number name flight attendant supervisor,0.0,neutral,negative
negative,1.0,would love respond link supervisor tore ticket refused give name hid badge,1.0,negative,neutral
positive,1.0,hey dre seatac check need raise stat dude gave amazing customer service made feel valued,,positive,neutral
negative,1.0,respond friend cant respond directly,1.0,negative,neutral
neutral,1.0,ceo pilot among ardent fan wall street poughkeepsie journal,,neutral,neutral
negative,1.0,wan na help reimburse money cause band lose,1.0,neutral,neutral
negative,0.6747,guy know musician sensitive safety instrument flying good reason,0.6747,negative,neutral
negative,1.0,ask teach marketing university gladly consult customer service treat passenger,1.0,negative,neutral
negative,1.0,love respond positive tweet ignore problem w customer ask nola musician shameful,0.6942,negative,neutral
positive,0.6584,thanks,,positive,positive
positive,0.673,mark 15th year new bluemanity plane design sun sentinel,,positive,neutral
negative,1.0,call made inflight crew fact asked u didnt bring,0.6437,neutral,neutral
negative,0.6591,last week bought plane ticket round trip fl amp 4 fun look price today went nothappy,0.3523,negative,neutral
positive,0.6468,youre welcome,,positive,neutral
neutral,0.6742,ever looking intern,0.0,neutral,neutral
positive,1.0,greatest airline ever truebluepoints jetbluemember,,positive,neutral
positive,1.0,free wifi board best thing thats happened since sliced bread,,positive,neutral
negative,0.6442,middle seat sfo gt bos fun keep getting 10 credit would much rather working tv,0.3228,negative,neutral
negative,1.0,disappointed werent allowed bring aircraft approved carseat empty plane cool,0.6852,positive,neutral
positive,1.0,beatriz susan gate 4 mco,,positive,neutral
positive,1.0,handled question like social medium pro good practice transportation system run friendly ai,,positive,neutral
negative,1.0,third flight row wife tv working,1.0,negative,negative
positive,1.0,wonderful thing,,positive,neutral
negative,1.0,personal email contact complaint know,0.6596,negative,neutral
negative,1.0,whats website cant access flight info,0.6188,negative,negative
neutral,0.6685,thought,0.0,neutral,neutral
positive,1.0,flight booking problem flight dc visit easter weekend started difficult ended well guy big fan,,positive,negative
positive,0.7139,flyfi thank seattle udub come,,positive,positive
positive,1.0,great flight orlando hartford week ago great get time arrive early,,positive,positive
neutral,0.7028,increase charter service cuba travel agent,,neutral,neutral
positive,1.0,guy continue impress crew mco gate 4helped family seat issue professional,,positive,neutral
positive,1.0,loving free wifi legroom seattlebound,,positive,neutral
negative,1.0,missing point flight left hour late flight allowed late flight still charge 50 10hrs,1.0,negative,negative
neutral,1.0,get leg room tonight b6 304,,negative,neutral
negative,1.0,2nd time flying jetblue year armrest tv controller doesnt work agianand thats main reason fly jetblue,0.6889,negative,neutral
negative,0.6391,two team serve cinnabons flight bonsinthesky,0.3503,negative,negative
positive,1.0,anything flyfi,,positive,neutral
negative,1.0,hey guy remembered lol bos flight delayed turn heat t5 feel hotter pr,1.0,negative,negative
positive,0.681,thanks,,positive,positive
neutral,1.0,celebrates 15year anniversary new livery,,neutral,neutral
negative,0.6803,spoken 2 rep im allowed check bag tsa checkpoint guarantee talking someone,0.6803,negative,neutral
negative,1.0,20min line stood drop bag,1.0,negative,neutral
positive,1.0,credit replying ill look forward hopefully one 103 flight home tonight,,negative,negative
positive,1.0,great flight always thank great crew flight 475 travel jetblue,,positive,positive
negative,1.0,got txt 40min sched dpt saying plane arrived jfk late flightr txt w dpt gate change 904 dpt 740 flight,0.6424,negative,negative
negative,1.0,allowed drop bag flight running 10min late flight turn left hour late flight,1.0,negative,negative
positive,1.0,youre killing got smitten trueblue,,neutral,neutral
negative,1.0,son left ipad flight 1401 jfk fll monday called left message heard back seat 25a,1.0,negative,negative
positive,1.0,4 min response time im impressed im official trueblue jetblue get social,,positive,neutral
positive,1.0,thanks listening doesnt mean dont appreciate,,positive,positive
negative,1.0,taken care dropped call total half hour wait love jetblue,0.6592,negative,negative
positive,1.0,thank incredible customer svc gate flight mint experience magic,,positive,positive
positive,0.6663,thanks next see slog jfk city go,0.0,positive,positive
neutral,1.0,lekvhg want see cost would change 430 flight,,neutral,negative
negative,1.0,stood last night im giving second chance im boy tweeting airline asking fly home,0.3478,neutral,neutral
negative,1.0,waited 15 min got disconnect,1.0,negative,neutral
positive,1.0,huge thanks crew flight 1348 flew dca sju monday night snow could plane,,positive,positive
negative,1.0,cant make change website still charged 25 dollar using phone,1.0,neutral,neutral
positive,1.0,planning btw excellent service crew dca sju sxm,,positive,neutral
positive,1.0,yes yes great trip thanks lift,,positive,positive
positive,1.0,hotspot free wifi make happy jfk itsthelittlethings,,positive,neutral
negative,1.0,agent iad compounded problem making announcement jetbluemess,0.6788,negative,neutral
negative,1.0,head page longer exists,0.6334,negative,neutral
neutral,0.6469,deal,,neutral,neutral
neutral,0.6667,think well need selfie proof,,neutral,neutral
positive,1.0,gorgeous day hope flight back tomorrow pleasant thanks,,positive,positive
negative,1.0,say update dont work dont get paid jet blue money flight argh,0.6545,negative,negative
negative,0.6277,news gate option,0.6277,negative,neutral
positive,0.6507,okayim actually tea kinda guy anyway thanks,,positive,positive
negative,1.0,well im glad got 5 sit airport place else id rather,0.6657,negative,neutral
negative,0.6628,guessing call someone,0.357,neutral,neutral
negative,1.0,730 645 scheduled,1.0,neutral,neutral
negative,1.0,1408 iad jfk still hasnt boarded whats today excuse gon na get work,1.0,negative,neutral
neutral,0.6703,change flight already printed boarding pas,,negative,negative
positive,1.0,always pleasure,,positive,neutral
neutral,1.0,dump amex nassau news live,,neutral,neutral
neutral,1.0,drop new video upcoming project thetakeover produced yponthebeat rt,,neutral,neutral
neutral,1.0,end partnership american express,,neutral,neutral
neutral,0.6872,mark 15th birthday blumanity paint job blog,,neutral,neutral
neutral,1.0,ceo battle appease passenger wall street,,neutral,neutral
neutral,1.0,change air traveler investor,,neutral,neutral
positive,0.6764,finally taking lasfllsju letsgo,0.0,positive,neutral
neutral,1.0,anywhere warm cause freezing nyc,,neutral,neutral
negative,1.0,client got zero 32 year career never thought possible2 suitcase worth thousand italian clothing robbed,0.6667,neutral,neutral
neutral,1.0,flight 1970 1366 1552 fly 1 way mind taking ocean approach sleep,,positive,negative
negative,1.0,mention fact paid extra fly jetblue thinking reliable,1.0,negative,neutral
negative,1.0,even went airport phone hr help everyone said different thing,1.0,negative,neutral
negative,1.0,people kept saying due weather flight going directly boston even flight,0.6496,negative,negative
negative,0.6989,understand everyone said different thing flight late flightr night one u got take,0.3763,negative,negative
negative,1.0,disappointed flight back boston pr cancelled flightledrebooked 4 next daydelayed one compensation,1.0,negative,negative
neutral,0.6557,celebrates 15year anniversary new livery digital journal,,neutral,neutral
positive,1.0,awe guy great cant wait travel soon,,positive,positive
positive,1.0,yes announced take youre thank,,positive,positive
positive,1.0,also thanks prompt reply im really impressedand youre brushing much appreciated,,positive,positive
neutral,0.6853,booked orbitz email correct there middle party,0.0,neutral,neutral
positive,0.6635,since ive angry tweeted airline apparently read mind could bitch thank credit,0.0,positive,positive
neutral,0.6714,thats pretty nice flight credit automatically given flight also wish lounge could sleep,0.0,negative,negative
negative,0.6154,shout crew flight 89 headed back big apple kept glass half full whole flight jetbluejfk,0.3187,negative,negative
negative,1.0,make sense suck though ill stuck airport 5 hour late flight meeting,0.7126,negative,negative
positive,1.0,thank help quick response,,positive,positive
neutral,0.6421,new ceo seek right balance please passenger wall daily journal,,neutral,neutral
neutral,1.0,flight 705 ewr fll,,neutral,negative
neutral,1.0,hi know pastor homeschool mom might like spirited em contact prefundia,,neutral,neutral
neutral,1.0,dont know u define controllableirregularity,,neutral,neutral
negative,0.7018,gate agent said original plane got deicing fluid engine created short took plane service,0.3814,negative,neutral
positive,0.6671,big shoutout crew 2017 bosgtjfk amp 486 jfkgtroc amp gate crew c19 bos amp 6 jfk long day delay made better,0.0,positive,neutral
negative,1.0,6 hour delay supposed land 9pm 3am still boarding epicfail,1.0,negative,negative
positive,0.6304,first airline use applepay flight airline,,positive,negative
negative,1.0,hope system wasnt hacked cause someone el passport info reservation amp couldnt get boarding pas,0.6529,negative,neutral
positive,0.6411,thanks u hang tampa airport forever today really awesome experience,0.0,positive,positive
neutral,0.6925,new ceo seek right balance please passenger wall alaska highway news,,neutral,neutral
negative,1.0,im disappointed flight cancelled flighted mostly excited listen song im blue flying jetblue,1.0,negative,negative
positive,1.0,friend picture phillip heller jfk ifc said delicious,,positive,neutral
negative,1.0,flight delayed 3x still taking time amp greeting seat yes gum amp garbage,1.0,negative,negative
positive,1.0,awesome thanks thanks quick response guy rock,,positive,positive
positive,0.6989,app reminded flying fll 2 week chillycvz thankgoodness family friend sunshine,,positive,neutral
neutral,1.0,sure email screenshot link,,neutral,neutral
neutral,1.0,received invitation participate erewards legit jetblue double checking bc site looked different,,neutral,neutral
negative,1.0,flight dca bos heat ohno bundleup leastthebeverageswillbecold,1.0,negative,negative
neutral,1.0,yep tomorrow,,neutral,neutral
negative,1.0,unfortunately thats available option current system sorry guy thats certain fail fix plz,0.654,negative,neutral
negative,1.0,flight cancelled flighted need file claim 50 credit im entitled per yr bill right issued,1.0,negative,negative
negative,1.0,take info beginning cut call back medical practice frequent flyer,1.0,positive,neutral
positive,0.6947,try thanks else fails old fashioned method tomorrow morning,,positive,positive
neutral,1.0,date cant update via google play,,neutral,neutral
negative,1.0,issue mobile boarding pass app keep crashing try accessing thanks,0.6596,negative,positive
neutral,0.6669,becomes first airline accept apple pay future travel experience,,neutral,neutral
negative,1.0,well new baggage fee fare structure reduced legroom turned every hated carrier u congrats,0.3417,neutral,neutral
positive,1.0,thank excellent customer service resolved issue quickly,,positive,positive
negative,1.0,yes well operating outside terminal targeting vulnerable passenger better thief,0.3441,negative,neutral
negative,0.6678,thats option u help fix wouldve made change earlier given accurate info,0.6678,negative,neutral
negative,1.0,well saying flight going cancelled flighted amp changing earlier missed chance get tomorrow 12,1.0,negative,negative
negative,1.0,tell employee,1.0,negative,neutral
negative,1.0,even responded quicker via twitter fail still hold hoping one book flight fail,0.3429,negative,negative
negative,0.67,ah yes put bag floor instead overhead bin one trip safetyfirst sarcasm,0.34,negative,neutral
negative,0.6616,exactly leave note,0.3384,negative,neutral
neutral,1.0,accepting apple pay mobile enterprise,,neutral,neutral
negative,1.0,guy really bad fail someone better call wife back get handled 2033823312 wait hold,0.6808,negative,neutral
negative,1.0,fail wife phone asking switch flight time mid switch get disconnected cancelled flightled new time call back,0.6803,negative,negative
negative,1.0,tried u towed think ill flying terminal risk 75 fine corrupt police official,0.3556,negative,neutral
neutral,1.0,selfie flight 83 jfk orlando,,neutral,negative
negative,0.6551,ticket issued whilst delivering customer,0.3449,negative,neutral
negative,1.0,understand policy targeting passenger good business addressed security,0.6899,negative,neutral
negative,1.0,always fan maybe next time ill fly real customer service,1.0,positive,neutral
positive,1.0,agree frequent tweeter discount could fly see friend,,positive,neutral
negative,0.6363,understood could go put standby list 5 hour prior flight,0.3417,negative,negative
negative,1.0,im penalized packing lightly 1 bag paying extra seat,0.3535,negative,neutral
negative,1.0,dropping passenger small baby 3 infant san juan terminal unloading baby officer writes ticket 75,1.0,neutral,neutral
negative,0.649,technically could drive jfk put request tomorrow flight,0.3325,negative,negative
negative,1.0,pay extra space forced put backpack seat bag flight 135 unprofessional,0.347,negative,negative
negative,1.0,b6 619 morning boston beautiful san diego really bummed satellite broken,0.6799,negative,neutral
neutral,1.0,knew done gate correct time gate open,,negative,neutral
positive,0.6832,philly lost read program customer get hot tea great crewmembers top notch info amp book,,positive,positive
neutral,1.0,flight 152 n559jb here looking blue kid departs enroute,,neutral,negative
positive,0.6544,glad see going fix please dm confirmation check,,positive,neutral
negative,1.0,lost business enjoy profit,1.0,positive,neutral
negative,1.0,would drive 2 12 hour jfk board jetblue vega instead closer hartford airport cramming seat planeno,1.0,negative,negative
neutral,0.6472,sure tsapre work airline jetblue different,0.0,neutral,neutral
positive,0.6647,call thank,,positive,positive
negative,1.0,yes today flight full said gate,0.6531,negative,negative
positive,0.6556,still love guy get vega already,0.0,positive,neutral
positive,0.6546,gary serving u fll airport counter really true blue make feel home even jetblue flight delayedl,0.0,positive,negative
neutral,0.6451,way switch earlier flight jfk even checked bag,0.0,negative,negative
negative,1.0,flight delay horrible planning jet blue jetblue,0.665,negative,negative
negative,1.0,insane craziness ive seen jet blue today newark delayed 3 hour waiting pilot jetblue,1.0,negative,negative
neutral,1.0,hi upcoming flight 2168 west palm hpn flyfi,,neutral,negative
positive,1.0,tried lovely customer service thank,,positive,positive
positive,1.0,always happy help,,positive,neutral
positive,0.6804,landed thank anyway btw flight staff flight 654 wonderful despite full day heavy load,0.0,positive,positive
negative,1.0,delayed arrives,1.0,negative,neutral
neutral,1.0,50 2nd bag 1st bag full,,neutral,neutral
negative,1.0,flight 894 first officer even airport wow unreal staff waited boarded announce delayed,0.6989,negative,negative
positive,0.6591,ceo battle appease passenger wall street,,neutral,neutral
negative,1.0,tsapre work every airline pay good money spent 30 min phone fix zero success,0.668,negative,neutral
negative,1.0,yes 3 time need one call help change flight cant online thanks,1.0,negative,positive
positive,0.6559,take place simply cantlike nonstop st lucia,,positive,neutral
neutral,1.0,flight 1133 n353jb blue la la departs enroute san juan international airport,,neutral,negative
positive,1.0,make happy hope arent empty promise,,positive,neutral
negative,1.0,dropped 3x past hour,1.0,negative,negative
neutral,0.6612,seriously want work jetblue social team rt,,neutral,neutral
neutral,1.0,call well hook,,neutral,neutral
negative,1.0,ive called 3 x amp waited hold 10 min time disconnected time enraging need speak someone help,1.0,negative,neutral
neutral,1.0,usa help line accidentally booked flight thursday instead wednesday want switch,,negative,negative
neutral,1.0,wellpriced flight oahu could best friend,,positive,negative
positive,1.0,dont need anybody else,,neutral,neutral
negative,1.0,idea plane flight 672 coming thought flight 305 jfk wouldnt explain delay,1.0,negative,negative
neutral,0.6773,spoke rep phone suggested voice concern via email u site moment ago,0.0,neutral,neutral
negative,1.0,tried calling multiple time wait finally connects get hung,1.0,negative,neutral
neutral,0.6837,airway see significant drop short interest jblu mideast time,0.0,neutral,neutral
neutral,0.3819,yet notify im new,0.0,neutral,neutral
positive,0.6625,thanks,,positive,positive
neutral,0.6563,dont worry im gon na share row,,neutral,neutral
positive,1.0,first base already like style,,positive,neutral
negative,1.0,hold 15 min couple ring mailbox set yet customer service forwarding cell phone cmon,1.0,negative,neutral
neutral,0.6805,home airport count badge system tb account say 2 flight ive taken 3 year,0.0,negative,negative
neutral,0.6664,bag check cut 30 minute original departure time estimated time shown online,0.0,negative,neutral
neutral,1.0,know guy jet lol love much help brother hot weather great nightlife 23 hour flight,,positive,neutral
neutral,0.6691,airway add new charter flight cuba travel wire blog,,neutral,negative
neutral,0.6733,aww guess need book flight somewhere warm asap suggestion,,neutral,negative
negative,1.0,customer service ment anything would try quoting policy never effective customer service,1.0,positive,neutral
neutral,0.6645,thank possibility change,,neutral,positive
positive,0.6667,thanks,,positive,positive
neutral,1.0,good,,positive,neutral
positive,1.0,thank like quick response twitter,,positive,positive
positive,1.0,could beginning bluetiful relationship lifeneedsfrosting,,positive,neutral
negative,0.679,apparently,0.3624,negative,neutral
negative,1.0,delayed flight 1601,1.0,negative,negative
